30 0011_00 30 4 0.82847
31 0011_00 31 4 0.6521429
32 0011_00 32 4 0.590625
33 0011_01 0 4 0.9298117
34 0011_01 1 4 0.95189124
30 0011_00 30 5 0.8941229
31 0011_00 31 5 0.61613876
32 0011_00 32 5 0.675174
33 0011_01 0 5 0.93038166
34 0011_01 1 5 0.9539211
30 0011_00 30 6 0.88950115
31 0011_00 31 6 0.5546493
32 0011_00 32 6 0.6118038
33 0011_01 0 6 0.93053627
34 0011_01 1 6 0.9545063
30 0011_00 30 7 0.92390966
31 0011_00 31 7 0.6481752
32 0011_00 32 7 0.74586093
33 0011_01 0 7 0.9304627
34 0011_01 1 7 0.9434519
30 0011_00 30 8 0.92502344
31 0011_00 31 8 0.63492066
32 0011_00 32 8 0.82425743
33 0011_01 0 8 0.9303645
34 0011_01 1 8 0.9539814
30 0011_00 30 9 0.9239332
31 0011_00 31 9 0.6429102
32 0011_00 32 9 0.8540808
33 0011_01 0 9 0.9325988
34 0011_01 1 9 0.95614934
30 0011_00 30 10 0.92661786
31 0011_00 31 10 0.6659292
32 0011_00 32 10 0.8662316
33 0011_01 0 10 0.932081
34 0011_01 1 10 0.96004844
30 0011_00 30 11 0.9369342
31 0011_00 31 11 0.6692427
32 0011_00 32 11 0.8716443
33 0011_01 0 11 0.93338364
34 0011_01 1 11 0.95724875
30 0011_00 30 12 0.930346
31 0011_00 31 12 0.6643731
32 0011_00 32 12 0.87716407
33 0011_01 0 12 0.9337748
34 0011_01 1 12 0.95889467
30 0011_00 30 13 0.93553245
31 0011_00 31 13 0.69259816
32 0011_00 32 13 0.879397
33 0011_01 0 13 0.9368559
34 0011_01 1 13 0.9619726
30 0011_00 30 14 0.9371136
31 0011_00 31 14 0.67954546
32 0011_00 32 14 0.879397
33 0011_01 0 14 0.93530625
34 0011_01 1 14 0.9604647
30 0011_00 30 15 0.9370735
31 0011_00 31 15 0.69409126
32 0011_00 32 15 0.8790064
33 0011_01 0 15 0.93605536
34 0011_01 1 15 0.955683
30 0011_00 30 16 0.9371107
31 0011_00 31 16 0.6937002
32 0011_00 32 16 0.8860017
33 0011_01 0 16 0.935718
34 0011_01 1 16 0.9564244
30 0011_00 30 17 0.9415366
31 0011_00 31 17 0.6972409
32 0011_00 32 17 0.87672347
33 0011_01 0 17 0.93733454
34 0011_01 1 17 0.95890886
30 0011_00 30 18 0.9396157
31 0011_00 31 18 0.70466715
32 0011_00 32 18 0.89312345
33 0011_01 0 18 0.93698436
34 0011_01 1 18 0.9618519
30 0011_00 30 19 0.94052726
31 0011_00 31 19 0.70387596
32 0011_00 32 19 0.9009901
33 0011_01 0 19 0.9378371
34 0011_01 1 19 0.9609874
30 0011_00 30 20 0.9389278
31 0011_00 31 20 0.69664633
32 0011_00 32 20 0.8934625
33 0011_01 0 20 0.93852735
34 0011_01 1 20 0.9608929
35 0011_01 2 0 0.0
36 0011_01 3 0 0.0
37 0011_01 4 0 0.0
38 0011_01 5 0 0.0
39 0011_01 6 0 0.0
35 0011_01 2 1 0.83424157
36 0011_01 3 1 0.8421443
37 0011_01 4 1 0.9766031
38 0011_01 5 1 0.8862822
39 0011_01 6 1 0.99188703
35 0011_01 2 2 0.7959596
36 0011_01 3 2 0.927818
37 0011_01 4 2 0.9612697
38 0011_01 5 2 0.89265907
39 0011_01 6 2 0.9909747
35 0011_01 2 3 0.84782606
36 0011_01 3 3 0.87156844
37 0011_01 4 3 0.9790819
38 0011_01 5 3 0.9063224
39 0011_01 6 3 0.99189675
35 0011_01 2 4 0.85842496
36 0011_01 3 4 0.92118627
37 0011_01 4 4 0.9849232
38 0011_01 5 4 0.9114514
39 0011_01 6 4 0.99189675
35 0011_01 2 5 0.8691375
36 0011_01 3 5 0.93730605
37 0011_01 4 5 0.98211193
38 0011_01 5 5 0.9148012
39 0011_01 6 5 0.99189675
35 0011_01 2 6 0.8808471
36 0011_01 3 6 0.9384871
37 0011_01 4 6 0.9857765
38 0011_01 5 6 0.8979523
39 0011_01 6 6 0.99189675
35 0011_01 2 7 0.8845888
36 0011_01 3 7 0.93868613
37 0011_01 4 7 0.98750365
38 0011_01 5 7 0.9143904
39 0011_01 6 7 0.99189675
35 0011_01 2 8 0.8901428
36 0011_01 3 8 0.940821
